feature_space,author,title,predicted_top1,predicted_top2,predicted_top3,top1_correct,top3_correct,top3_scores
combined_50_50,김유정,봄봄,김유정,이광수,이효석,True,True,김유정:0.5119; 이광수:0.1751; 이효석:0.1693
combined_50_50,이상,12월_12일,나도향,이광수,계용묵,False,False,나도향:0.4227; 이광수:0.3691; 계용묵:0.2850
combined_50_50,이상,권태,이상,이무영,강경애,True,True,이상:0.3716; 이무영:0.2538; 강경애:0.2492
combined_50_50,이상,날개,이상,나도향,이무영,True,True,이상:0.5257; 나도향:0.3009; 이무영:0.2145
combined_50_50,이상,실화,백신애,이상,김동인,False,True,백신애:0.2134; 이상:0.2038; 김동인:0.1948
combined_50_50,이상,종생기,이상,나도향,계용묵,True,True,이상:0.3449; 나도향:0.2934; 계용묵:0.1245
combined_50_50,이효석,개살구,이효석,심훈,이광수,True,True,이효석:0.5014; 심훈:0.4563; 이광수:0.3348
combined_50_50,이효석,도시와_유령,강경애,최서해,백신애,False,False,강경애:0.3371; 최서해:0.2967; 백신애:0.2508
combined_50_50,이효석,모밀꽃_필_무렵,최서해,이효석,강경애,False,True,최서해:0.3724; 이효석:0.3122; 강경애:0.2601
combined_50_50,이효석,산협,이효석,심훈,이광수,True,True,이효석:0.4134; 심훈:0.4047; 이광수:0.3265
combined_50_50,이효석,하얼빈,이효석,이광수,김유정,True,True,이효석:0.4511; 이광수:0.2779; 김유정:0.2076
combined_50_50,현진건,B사감과_러브레터,계용묵,나도향,현진건,False,True,계용묵:0.3252; 나도향:0.2865; 현진건:0.1545
combined_50_50,현진건,고향,현진건,나도향,계용묵,True,True,현진건:0.3707; 나도향:0.2103; 계용묵:0.2004
combined_50_50,현진건,빈처,나도향,백신애,조명희,False,False,나도향:0.4147; 백신애:0.3181; 조명희:0.2745
combined_50_50,현진건,운수_좋은_날,현진건,최서해,나도향,True,True,현진건:0.3500; 최서해:0.1880; 나도향:0.1432
combined_50_50,현진건,할머니의_죽음,백신애,김동인,최서해,False,False,백신애:0.4310; 김동인:0.3863; 최서해:0.2892
combined_50_50,채만식,레디메이드_인생,이무영,채만식,조명희,False,True,이무영:0.3158; 채만식:0.2354; 조명희:0.1861
combined_50_50,채만식,미스터_방,채만식,김동인,계용묵,True,True,채만식:0.3726; 김동인:0.2758; 계용묵:0.2477
combined_50_50,채만식,치숙,채만식,조명희,이무영,True,True,채만식:0.3861; 조명희:0.2566; 이무영:0.2360
combined_50_50,채만식,태평천하,채만식,조명희,계용묵,True,True,채만식:0.6355; 조명희:0.3437; 계용묵:0.2001
combined_50_50,채만식,허생전,채만식,이광수,조명희,True,True,채만식:0.5231; 이광수:0.4848; 조명희:0.2954
combined_50_50,이광수,가실,이광수,심훈,채만식,True,True,이광수:0.4649; 심훈:0.3024; 채만식:0.2916
combined_50_50,이광수,단종애사,이광수,김동인,채만식,True,True,이광수:0.5763; 김동인:0.3085; 채만식:0.2737
combined_50_50,이광수,무명,이광수,채만식,나도향,True,True,이광수:0.3379; 채만식:0.3232; 나도향:0.2842
combined_50_50,이광수,소년의_비애,이광수,이효석,김유정,True,True,이광수:0.4416; 이효석:0.3390; 김유정:0.2478
combined_50_50,이광수,윤광호,이광수,김동인,계용묵,True,True,이광수:0.4115; 김동인:0.2957; 계용묵:0.2454
combined_50_50,김동인,감자,현진건,김동인,채만식,False,True,현진건:0.3479; 김동인:0.3331; 채만식:0.2581
combined_50_50,김동인,광염_소나타,백신애,이광수,조명희,False,False,백신애:0.3173; 이광수:0.3168; 조명희:0.2660
combined_50_50,김동인,배따라기,최서해,김동인,백신애,False,True,최서해:0.2911; 김동인:0.2412; 백신애:0.1872
combined_50_50,김동인,붉은_산,현진건,최서해,강경애,False,False,현진건:0.1887; 최서해:0.1873; 강경애:0.1775
combined_50_50,김동인,약한_자의_슬픔,김동인,백신애,나도향,True,True,김동인:0.3680; 백신애:0.3343; 나도향:0.3262
combined_50_50,나도향,물레방아,현진건,김동인,최서해,False,False,현진건:0.4949; 김동인:0.3550; 최서해:0.3514
combined_50_50,나도향,벙어리_삼룡이,이효석,계용묵,이광수,False,False,이효석:0.3485; 계용묵:0.2818; 이광수:0.2774
combined_50_50,나도향,뽕,이무영,현진건,채만식,False,False,이무영:0.3415; 현진건:0.3094; 채만식:0.2922
combined_50_50,나도향,옛날_꿈은_창백하더이다,나도향,계용묵,이상,True,True,나도향:0.3837; 계용묵:0.3255; 이상:0.3199
combined_50_50,나도향,피묻은_편지_몇_쪽,이상,계용묵,나도향,False,True,이상:0.4859; 계용묵:0.3907; 나도향:0.2574
combined_50_50,심훈,봄은_왔건만,심훈,계용묵,강경애,True,True,심훈:0.3817; 계용묵:0.1134; 강경애:0.0943
combined_50_50,심훈,상록수,심훈,김유정,이효석,True,True,심훈:0.4112; 김유정:0.4025; 이효석:0.3724
combined_50_50,심훈,신혼여행,심훈,이효석,김유정,True,True,심훈:0.6328; 이효석:0.2534; 김유정:0.1510
combined_50_50,심훈,영원의_미소,심훈,이효석,김유정,True,True,심훈:0.4953; 이효석:0.3815; 김유정:0.3053
combined_50_50,심훈,황공의_최후,심훈,이효석,김유정,True,True,심훈:0.5492; 이효석:0.3277; 김유정:0.2728
combined_50_50,최서해,기아와_살육,최서해,강경애,김동인,True,True,최서해:0.5925; 강경애:0.3454; 김동인:0.3025
combined_50_50,최서해,누이동생을_따라,강경애,최서해,이효석,False,True,강경애:0.3735; 최서해:0.3275; 이효석:0.2964
combined_50_50,최서해,박돌의_죽음,최서해,강경애,현진건,True,True,최서해:0.6099; 강경애:0.2815; 현진건:0.1360
combined_50_50,최서해,탈출기,이상,강경애,백신애,False,False,이상:0.4817; 강경애:0.3267; 백신애:0.1793
combined_50_50,최서해,홍염,최서해,백신애,강경애,True,True,최서해:0.5242; 백신애:0.3252; 강경애:0.2244
combined_50_50,강경애,검둥이,심훈,이효석,강경애,False,True,심훈:0.4287; 이효석:0.3313; 강경애:0.1907
combined_50_50,강경애,소금,강경애,최서해,이효석,True,True,강경애:0.6783; 최서해:0.3910; 이효석:0.3735
combined_50_50,강경애,어머니와_딸,강경애,최서해,백신애,True,True,강경애:0.5729; 최서해:0.4797; 백신애:0.3895
combined_50_50,강경애,원고료_이백원,이상,조명희,이무영,False,False,이상:0.2820; 조명희:0.1860; 이무영:0.1760
combined_50_50,강경애,인간문제,강경애,최서해,백신애,True,True,강경애:0.5179; 최서해:0.5083; 백신애:0.3960
combined_50_50,계용묵,거울,계용묵,나도향,채만식,True,True,계용묵:0.5698; 나도향:0.2448; 채만식:0.2371
combined_50_50,계용묵,백치_아다다,계용묵,채만식,나도향,True,True,계용묵:0.5699; 채만식:0.3253; 나도향:0.2908
combined_50_50,계용묵,별을_헨다,현진건,강경애,최서해,False,False,현진건:0.2953; 강경애:0.1537; 최서해:0.1460
combined_50_50,계용묵,연애삽화,계용묵,나도향,이상,True,True,계용묵:0.4643; 나도향:0.3608; 이상:0.2843
combined_50_50,계용묵,제비를_그리는_마음,계용묵,심훈,이효석,True,True,계용묵:0.5177; 심훈:0.3340; 이효석:0.2916
combined_50_50,백신애,광인수기,백신애,최서해,김동인,True,True,백신애:0.3608; 최서해:0.3016; 김동인:0.2898
combined_50_50,백신애,꺼래이,백신애,이효석,강경애,True,True,백신애:0.3530; 이효석:0.3119; 강경애:0.2788
combined_50_50,백신애,나의_어머니,김동인,나도향,이상,False,False,김동인:0.3078; 나도향:0.2968; 이상:0.2627
combined_50_50,백신애,아름다운_노을,백신애,최서해,강경애,True,True,백신애:0.4754; 최서해:0.3076; 강경애:0.3073
combined_50_50,백신애,적빈,심훈,이효석,채만식,False,False,심훈:0.3158; 이효석:0.2383; 채만식:0.2106
combined_50_50,조명희,낙동강,조명희,채만식,이광수,True,True,조명희:0.3714; 채만식:0.3499; 이광수:0.2300
combined_50_50,조명희,농촌_사람들,조명희,채만식,이광수,True,True,조명희:0.3593; 채만식:0.3582; 이광수:0.1875
combined_50_50,조명희,땅_속으로,강경애,김동인,최서해,False,False,강경애:0.4743; 김동인:0.4737; 최서해:0.4524
combined_50_50,조명희,아들의_마음,조명희,계용묵,현진건,True,True,조명희:0.4294; 계용묵:0.2296; 현진건:0.2117
combined_50_50,조명희,저기압,조명희,최서해,채만식,True,True,조명희:0.3769; 최서해:0.3728; 채만식:0.2837
combined_50_50,이무영,기차와_박노인,최서해,이무영,김동인,False,True,최서해:0.2840; 이무영:0.2706; 김동인:0.1695
combined_50_50,이무영,나랏님_전_상사리,이무영,채만식,김유정,True,True,이무영:0.3307; 채만식:0.2570; 김유정:0.2033
combined_50_50,이무영,농부전초,이무영,강경애,이상,True,True,이무영:0.6605; 강경애:0.2502; 이상:0.1970
combined_50_50,이무영,죄와_벌,이무영,나도향,이상,True,True,이무영:0.5022; 나도향:0.3446; 이상:0.2989
combined_50_50,이무영,흙의_노예,이무영,이광수,김유정,True,True,이무영:0.6049; 이광수:0.3047; 김유정:0.3003
combined_65_35,김유정,금_따는_콩밭,이무영,김유정,현진건,False,True,이무영:0.2926; 김유정:0.2612; 현진건:0.1890
combined_65_35,김유정,동백꽃,김유정,심훈,현진건,True,True,김유정:0.6037; 심훈:0.3025; 현진건:0.2823
combined_65_35,김유정,땡볕,조명희,김유정,이광수,False,True,조명희:0.3269; 김유정:0.3008; 이광수:0.1974
combined_65_35,김유정,만무방,김유정,심훈,조명희,True,True,김유정:0.5173; 심훈:0.3026; 조명희:0.2899
combined_65_35,김유정,봄봄,김유정,이무영,이효석,True,True,김유정:0.4515; 이무영:0.2329; 이효석:0.1806
combined_65_35,이상,12월_12일,나도향,이광수,이상,False,True,나도향:0.4392; 이광수:0.4011; 이상:0.3758
combined_65_35,이상,권태,이상,나도향,김유정,True,True,이상:0.4383; 나도향:0.2253; 김유정:0.2207
combined_65_35,이상,날개,이상,나도향,최서해,True,True,이상:0.5115; 나도향:0.4325; 최서해:0.3395
combined_65_35,이상,실화,이상,백신애,조명희,True,True,이상:0.1925; 백신애:0.1577; 조명희:0.1573
combined_65_35,이상,종생기,이상,나도향,채만식,True,True,이상:0.3924; 나도향:0.3313; 채만식:0.1586
combined_65_35,이효석,개살구,이효석,심훈,이광수,True,True,이효석:0.5908; 심훈:0.4042; 이광수:0.3376
combined_65_35,이효석,도시와_유령,김동인,백신애,강경애,False,False,김동인:0.3452; 백신애:0.3209; 강경애:0.2675
combined_65_35,이효석,모밀꽃_필_무렵,이효석,최서해,강경애,True,True,이효석:0.3704; 최서해:0.3178; 강경애:0.1983
combined_65_35,이효석,산협,이효석,심훈,이광수,True,True,이효석:0.5275; 심훈:0.3914; 이광수:0.3291
combined_65_35,이효석,하얼빈,이효석,이광수,백신애,True,True,이효석:0.4342; 이광수:0.3226; 백신애:0.2262
combined_65_35,현진건,B사감과_러브레터,계용묵,나도향,이광수,False,False,계용묵:0.2904; 나도향:0.2394; 이광수:0.1746
combined_65_35,현진건,고향,현진건,백신애,계용묵,True,True,현진건:0.3686; 백신애:0.2561; 계용묵:0.2107
combined_65_35,현진건,빈처,나도향,백신애,조명희,False,False,나도향:0.4950; 백신애:0.3458; 조명희:0.3356
combined_65_35,현진건,운수_좋은_날,현진건,최서해,심훈,True,True,현진건:0.3967; 최서해:0.2898; 심훈:0.2129
combined_65_35,현진건,할머니의_죽음,백신애,김동인,나도향,False,False,백신애:0.4779; 김동인:0.3287; 나도향:0.2306
combined_65_35,채만식,레디메이드_인생,심훈,이무영,이광수,False,False,심훈:0.3373; 이무영:0.2938; 이광수:0.2822
combined_65_35,채만식,미스터_방,채만식,계용묵,현진건,True,True,채만식:0.3277; 계용묵:0.3256; 현진건:0.2915
combined_65_35,채만식,치숙,채만식,이무영,조명희,True,True,채만식:0.3279; 이무영:0.2548; 조명희:0.2467
combined_65_35,채만식,태평천하,채만식,조명희,심훈,True,True,채만식:0.6684; 조명희:0.3232; 심훈:0.3219
combined_65_35,채만식,허생전,채만식,이광수,계용묵,True,True,채만식:0.5333; 이광수:0.4902; 계용묵:0.3638
combined_65_35,이광수,가실,이광수,채만식,심훈,True,True,이광수:0.5394; 채만식:0.3836; 심훈:0.3374
combined_65_35,이광수,단종애사,이광수,채만식,김동인,True,True,이광수:0.5579; 채만식:0.3745; 김동인:0.3380
combined_65_35,이광수,무명,나도향,채만식,이광수,False,True,나도향:0.3657; 채만식:0.3500; 이광수:0.3458
combined_65_35,이광수,소년의_비애,이광수,이효석,김동인,True,True,이광수:0.4142; 이효석:0.2952; 김동인:0.2357
combined_65_35,이광수,윤광호,이광수,김동인,계용묵,True,True,이광수:0.4115; 김동인:0.3923; 계용묵:0.3054
combined_65_35,김동인,감자,현진건,김동인,이광수,False,True,현진건:0.4016; 김동인:0.3205; 이광수:0.3103
combined_65_35,김동인,광염_소나타,백신애,조명희,이효석,False,False,백신애:0.4442; 조명희:0.3352; 이효석:0.2482
combined_65_35,김동인,배따라기,최서해,조명희,이효석,False,False,최서해:0.3873; 조명희:0.3420; 이효석:0.2991
combined_65_35,김동인,붉은_산,현진건,이광수,강경애,False,False,현진건:0.2562; 이광수:0.2306; 강경애:0.2133
combined_65_35,김동인,약한_자의_슬픔,김동인,나도향,강경애,True,True,김동인:0.4002; 나도향:0.3775; 강경애:0.3201
combined_65_35,나도향,물레방아,현진건,나도향,김동인,False,True,현진건:0.4974; 나도향:0.4551; 김동인:0.3596
combined_65_35,나도향,벙어리_삼룡이,김동인,나도향,이상,False,True,김동인:0.3642; 나도향:0.3279; 이상:0.3057
combined_65_35,나도향,뽕,이무영,현진건,나도향,False,True,이무영:0.3280; 현진건:0.3011; 나도향:0.2912
combined_65_35,나도향,옛날_꿈은_창백하더이다,나도향,계용묵,이상,True,True,나도향:0.4835; 계용묵:0.3470; 이상:0.3000
combined_65_35,나도향,피묻은_편지_몇_쪽,이상,계용묵,나도향,False,True,이상:0.6093; 계용묵:0.3768; 나도향:0.2388
combined_65_35,심훈,봄은_왔건만,심훈,이무영,계용묵,True,True,심훈:0.3115; 이무영:0.1826; 계용묵:0.1561
combined_65_35,심훈,상록수,이효석,김유정,채만식,False,False,이효석:0.4383; 김유정:0.4321; 채만식:0.3991
combined_65_35,심훈,신혼여행,심훈,백신애,이효석,True,True,심훈:0.6130; 백신애:0.2379; 이효석:0.1896
combined_65_35,심훈,영원의_미소,심훈,김유정,이효석,True,True,심훈:0.5984; 김유정:0.3704; 이효석:0.3507
combined_65_35,심훈,황공의_최후,심훈,채만식,이효석,True,True,심훈:0.5762; 채만식:0.2707; 이효석:0.2548
combined_65_35,최서해,기아와_살육,최서해,강경애,김동인,True,True,최서해:0.5181; 강경애:0.3710; 김동인:0.2909
combined_65_35,최서해,누이동생을_따라,이효석,강경애,최서해,False,True,이효석:0.3072; 강경애:0.2816; 최서해:0.2393
combined_65_35,최서해,박돌의_죽음,최서해,강경애,심훈,True,True,최서해:0.5357; 강경애:0.2473; 심훈:0.2096
combined_65_35,최서해,탈출기,이상,강경애,백신애,False,False,이상:0.4374; 강경애:0.3566; 백신애:0.2530
combined_65_35,최서해,홍염,최서해,백신애,김동인,True,True,최서해:0.4929; 백신애:0.3116; 김동인:0.2492
combined_65_35,강경애,검둥이,심훈,백신애,강경애,False,True,심훈:0.3144; 백신애:0.2333; 강경애:0.2302
combined_65_35,강경애,소금,강경애,최서해,이효석,True,True,강경애:0.7268; 최서해:0.4414; 이효석:0.3491
combined_65_35,강경애,어머니와_딸,강경애,백신애,최서해,True,True,강경애:0.6794; 백신애:0.4362; 최서해:0.4238
combined_65_35,강경애,원고료_이백원,조명희,강경애,이무영,False,True,조명희:0.2561; 강경애:0.2061; 이무영:0.2025
combined_65_35,강경애,인간문제,강경애,최서해,백신애,True,True,강경애:0.6494; 최서해:0.4383; 백신애:0.4148
combined_65_35,계용묵,거울,계용묵,채만식,나도향,True,True,계용묵:0.4928; 채만식:0.3284; 나도향:0.2026
combined_65_35,계용묵,백치_아다다,계용묵,나도향,채만식,True,True,계용묵:0.6093; 나도향:0.2679; 채만식:0.2401
combined_65_35,계용묵,별을_헨다,현진건,이상,계용묵,False,True,현진건:0.3088; 이상:0.2481; 계용묵:0.2109
combined_65_35,계용묵,연애삽화,계용묵,나도향,이상,True,True,계용묵:0.4328; 나도향:0.3112; 이상:0.2893
combined_65_35,계용묵,제비를_그리는_마음,계용묵,심훈,이효석,True,True,계용묵:0.4318; 심훈:0.3713; 이효석:0.2953
combined_65_35,백신애,광인수기,백신애,현진건,최서해,True,True,백신애:0.3851; 현진건:0.3283; 최서해:0.2774
combined_65_35,백신애,꺼래이,백신애,이효석,김동인,True,True,백신애:0.4534; 이효석:0.3250; 김동인:0.3204
combined_65_35,백신애,나의_어머니,김동인,이효석,백신애,False,True,김동인:0.3677; 이효석:0.2889; 백신애:0.2720
combined_65_35,백신애,아름다운_노을,백신애,김동인,현진건,True,True,백신애:0.6111; 김동인:0.3773; 현진건:0.3363
combined_65_35,백신애,적빈,심훈,이효석,나도향,False,False,심훈:0.2829; 이효석:0.2733; 나도향:0.2583
combined_65_35,조명희,낙동강,조명희,김동인,이광수,True,True,조명희:0.4145; 김동인:0.3351; 이광수:0.3093
combined_65_35,조명희,농촌_사람들,이무영,조명희,이광수,False,True,이무영:0.3749; 조명희:0.3685; 이광수:0.3202
combined_65_35,조명희,땅_속으로,김동인,강경애,조명희,False,True,김동인:0.5153; 강경애:0.4734; 조명희:0.4689
combined_65_35,조명희,아들의_마음,조명희,현진건,계용묵,True,True,조명희:0.4546; 현진건:0.2933; 계용묵:0.2439
combined_65_35,조명희,저기압,채만식,조명희,최서해,False,True,채만식:0.3907; 조명희:0.3347; 최서해:0.3166
combined_65_35,이무영,기차와_박노인,이무영,김동인,최서해,True,True,이무영:0.2926; 김동인:0.2835; 최서해:0.2059
combined_65_35,이무영,나랏님_전_상사리,이무영,김유정,현진건,True,True,이무영:0.4206; 김유정:0.2820; 현진건:0.2254
combined_65_35,이무영,농부전초,이무영,채만식,강경애,True,True,이무영:0.6259; 채만식:0.2329; 강경애:0.2019
combined_65_35,이무영,죄와_벌,이무영,나도향,이상,True,True,이무영:0.5104; 나도향:0.4550; 이상:0.2569
combined_65_35,이무영,흙의_노예,이무영,심훈,이광수,True,True,이무영:0.6739; 심훈:0.3610; 이광수:0.3324
combined_35_65,김유정,금_따는_콩밭,이무영,이효석,김유정,False,True,이무영:0.4017; 이효석:0.3162; 김유정:0.2826
combined_35_65,김유정,동백꽃,김유정,심훈,이효석,True,True,김유정:0.6296; 심훈:0.3949; 이효석:0.2414
combined_35_65,김유정,땡볕,심훈,이광수,계용묵,False,False,심훈:0.3572; 이광수:0.2795; 계용묵:0.2316
combined_35_65,김유정,만무방,강경애,이무영,김유정,False,True,강경애:0.3411; 이무영:0.3241; 김유정:0.3075
combined_35_65,김유정,봄봄,김유정,이광수,심훈,True,True,김유정:0.5809; 이광수:0.2289; 심훈:0.1819
combined_35_65,이상,12월_12일,나도향,이광수,계용묵,False,False,나도향:0.4072; 이광수:0.3368; 계용묵:0.3240
combined_35_65,이상,권태,이무영,강경애,이상,False,True,이무영:0.3367; 강경애:0.3351; 이상:0.3014
combined_35_65,이상,날개,이상,강경애,나도향,True,True,이상:0.5436; 강경애:0.1738; 나도향:0.1439
combined_35_65,이상,실화,이무영,김동인,백신애,False,False,이무영:0.2907; 김동인:0.2868; 백신애:0.2808
combined_35_65,이상,종생기,이상,나도향,계용묵,True,True,이상:0.2944; 나도향:0.2505; 계용묵:0.2227
combined_35_65,이효석,개살구,심훈,이효석,이광수,False,True,심훈:0.5087; 이효석:0.4079; 이광수:0.3320
combined_35_65,이효석,도시와_유령,강경애,최서해,이상,False,False,강경애:0.4216; 최서해:0.3323; 이상:0.2957
combined_35_65,이효석,모밀꽃_필_무렵,최서해,강경애,현진건,False,False,최서해:0.4242; 강경애:0.3348; 현진건:0.3270
combined_35_65,이효석,산협,심훈,김유정,이광수,False,False,심훈:0.4181; 김유정:0.3362; 이광수:0.3239
combined_35_65,이효석,하얼빈,이효석,심훈,이광수,True,True,이효석:0.4720; 심훈:0.3264; 이광수:0.2326
combined_35_65,현진건,B사감과_러브레터,계용묵,나도향,심훈,False,False,계용묵:0.3602; 나도향:0.3468; 심훈:0.1788
combined_35_65,현진건,고향,현진건,나도향,계용묵,True,True,현진건:0.3740; 나도향:0.2576; 계용묵:0.1901
combined_35_65,현진건,빈처,나도향,백신애,최서해,False,False,나도향:0.3214; 백신애:0.2878; 최서해:0.2193
combined_35_65,현진건,운수_좋은_날,현진건,나도향,이효석,True,True,현진건:0.3007; 나도향:0.1446; 이효석:0.1185
combined_35_65,현진건,할머니의_죽음,김동인,최서해,백신애,False,False,김동인:0.4454; 최서해:0.3815; 백신애:0.3789
combined_35_65,채만식,레디메이드_인생,이무영,조명희,백신애,False,False,이무영:0.3391; 조명희:0.2635; 백신애:0.2565
combined_35_65,채만식,미스터_방,채만식,이광수,김동인,True,True,채만식:0.4171; 이광수:0.3169; 김동인:0.3052
combined_35_65,채만식,치숙,채만식,조명희,이무영,True,True,채만식:0.4444; 조명희:0.2673; 이무영:0.2164
combined_35_65,채만식,태평천하,채만식,조명희,김동인,True,True,채만식:0.6049; 조명희:0.3656; 김동인:0.1938
combined_35_65,채만식,허생전,채만식,이광수,조명희,True,True,채만식:0.5137; 이광수:0.4794; 조명희:0.2340
combined_35_65,이광수,가실,이광수,심훈,채만식,True,True,이광수:0.3927; 심훈:0.2672; 채만식:0.2024
combined_35_65,이광수,단종애사,이광수,김동인,김유정,True,True,이광수:0.5952; 김동인:0.2782; 김유정:0.2697
combined_35_65,이광수,무명,이광수,채만식,김동인,True,True,이광수:0.3299; 채만식:0.2973; 김동인:0.2603
combined_35_65,이광수,소년의_비애,이광수,이효석,김유정,True,True,이광수:0.4701; 이효석:0.3873; 김유정:0.3738
combined_35_65,이광수,윤광호,이광수,김동인,계용묵,True,True,이광수:0.4115; 김동인:0.1967; 계용묵:0.1853
combined_35_65,김동인,감자,채만식,김동인,이무영,False,True,채만식:0.3498; 김동인:0.3463; 이무영:0.3051
combined_35_65,김동인,광염_소나타,이광수,채만식,나도향,False,False,이광수:0.4707; 채만식:0.2935; 나도향:0.2062
combined_35_65,김동인,배따라기,계용묵,김동인,최서해,False,True,계용묵:0.2192; 김동인:0.2082; 최서해:0.2008
combined_35_65,김동인,붉은_산,최서해,강경애,김동인,False,True,최서해:0.2469; 강경애:0.1365; 김동인:0.1173
combined_35_65,김동인,약한_자의_슬픔,백신애,김동인,최서해,False,True,백신애:0.3617; 김동인:0.3356; 최서해:0.2810
combined_35_65,나도향,물레방아,현진건,최서해,김동인,False,False,현진건:0.4929; 최서해:0.4816; 김동인:0.3503
combined_35_65,나도향,벙어리_삼룡이,이효석,계용묵,이광수,False,False,이효석:0.4226; 계용묵:0.3449; 이광수:0.2877
combined_35_65,나도향,뽕,김동인,이무영,현진건,False,False,김동인:0.3600; 이무영:0.3560; 현진건:0.3188
combined_35_65,나도향,옛날_꿈은_창백하더이다,이상,계용묵,나도향,False,True,이상:0.3421; 계용묵:0.3038; 나도향:0.2680
combined_35_65,나도향,피묻은_편지_몇_쪽,계용묵,이상,나도향,False,True,계용묵:0.4047; 이상:0.3530; 나도향:0.2867
combined_35_65,심훈,봄은_왔건만,심훈,이효석,현진건,True,True,심훈:0.4557; 이효석:0.1464; 현진건:0.1144
combined_35_65,심훈,상록수,심훈,김유정,이광수,True,True,심훈:0.4253; 김유정:0.3715; 이광수:0.3426
combined_35_65,심훈,신혼여행,심훈,이효석,김유정,True,True,심훈:0.6530; 이효석:0.3233; 김유정:0.1842
combined_35_65,심훈,영원의_미소,이효석,심훈,강경애,False,True,이효석:0.4158; 심훈:0.3979; 강경애:0.3054
combined_35_65,심훈,황공의_최후,심훈,이효석,김유정,True,True,심훈:0.5225; 이효석:0.4076; 김유정:0.3458
combined_35_65,최서해,기아와_살육,최서해,강경애,현진건,True,True,최서해:0.6646; 강경애:0.3178; 현진건:0.3152
combined_35_65,최서해,누이동생을_따라,강경애,최서해,조명희,False,True,강경애:0.4844; 최서해:0.4142; 조명희:0.2973
combined_35_65,최서해,박돌의_죽음,최서해,강경애,현진건,True,True,최서해:0.6818; 강경애:0.3239; 현진건:0.1958
combined_35_65,최서해,탈출기,이상,강경애,김동인,False,False,이상:0.5306; 강경애:0.2939; 김동인:0.1187
combined_35_65,최서해,홍염,최서해,백신애,강경애,True,True,최서해:0.5541; 백신애:0.3439; 강경애:0.2028
combined_35_65,강경애,검둥이,심훈,이효석,김유정,False,False,심훈:0.5436; 이효석:0.4501; 김유정:0.1977
combined_35_65,강경애,소금,강경애,이효석,최서해,True,True,강경애:0.6264; 이효석:0.4007; 최서해:0.3440
combined_35_65,강경애,어머니와_딸,최서해,강경애,김동인,False,True,최서해:0.5328; 강경애:0.4533; 김동인:0.3818
combined_35_65,강경애,원고료_이백원,이상,이무영,김유정,False,False,이상:0.4457; 이무영:0.1482; 김유정:0.1431
combined_35_65,강경애,인간문제,최서해,김동인,백신애,False,False,최서해:0.5746; 김동인:0.4209; 백신애:0.3767
combined_35_65,계용묵,거울,계용묵,나도향,채만식,True,True,계용묵:0.6514; 나도향:0.2988; 채만식:0.1484
combined_35_65,계용묵,백치_아다다,계용묵,채만식,나도향,True,True,계용묵:0.5313; 채만식:0.4082; 나도향:0.3216
combined_35_65,계용묵,별을_헨다,현진건,이무영,최서해,False,False,현진건:0.2810; 이무영:0.2392; 최서해:0.1964
combined_35_65,계용묵,연애삽화,계용묵,나도향,이상,True,True,계용묵:0.4967; 나도향:0.4251; 이상:0.2794
combined_35_65,계용묵,제비를_그리는_마음,계용묵,심훈,이효석,True,True,계용묵:0.6093; 심훈:0.2965; 이효석:0.2881
combined_35_65,백신애,광인수기,김동인,백신애,최서해,False,True,김동인:0.3794; 백신애:0.3350; 최서해:0.3246
combined_35_65,백신애,꺼래이,이효석,심훈,강경애,False,False,이효석:0.2982; 심훈:0.2952; 강경애:0.2559
combined_35_65,백신애,나의_어머니,나도향,이상,현진건,False,False,나도향:0.4303; 이상:0.3065; 현진건:0.3003
combined_35_65,백신애,아름다운_노을,최서해,백신애,강경애,False,True,최서해:0.3314; 백신애:0.3243; 강경애:0.2807
combined_35_65,백신애,적빈,심훈,채만식,계용묵,False,False,심훈:0.3488; 채만식:0.2442; 계용묵:0.2317
combined_35_65,조명희,낙동강,채만식,조명희,이무영,False,True,채만식:0.4050; 조명희:0.3266; 이무영:0.2177
combined_35_65,조명희,농촌_사람들,채만식,조명희,계용묵,False,True,채만식:0.4435; 조명희:0.3499; 계용묵:0.2242
combined_35_65,조명희,땅_속으로,최서해,강경애,김동인,False,False,최서해:0.5414; 강경애:0.4788; 김동인:0.4310
combined_35_65,조명희,아들의_마음,조명희,계용묵,백신애,True,True,조명희:0.4032; 계용묵:0.2152; 백신애:0.1858
combined_35_65,조명희,저기압,최서해,조명희,채만식,False,True,최서해:0.4260; 조명희:0.4247; 채만식:0.1799
combined_35_65,이무영,기차와_박노인,최서해,이무영,김유정,False,True,최서해:0.3577; 이무영:0.2477; 김유정:0.1064
combined_35_65,이무영,나랏님_전_상사리,채만식,이무영,조명희,False,True,채만식:0.3728; 이무영:0.2400; 조명희:0.1448
combined_35_65,이무영,농부전초,이무영,강경애,이상,True,True,이무영:0.7000; 강경애:0.3090; 이상:0.2513
combined_35_65,이무영,죄와_벌,이무영,김동인,이상,True,True,이무영:0.4940; 김동인:0.3560; 이상:0.3450
combined_35_65,이무영,흙의_노예,이무영,이광수,김유정,True,True,이무영:0.5342; 이광수:0.2767; 김유정:0.2714
